occ_code,occ_title,o_group,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual_growth_rate,typical_education
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,55930.0,68750.0,102030.0,125090.0,131510.0,0.0402686687365398,Bachelor's degree
25-3021,Self-Enrichment Teachers,detailed,36850.0,40480.0,49570.0,74640.0,102720.0,0.0204643601063923,High school diploma or equivalent
25-3031,"Substitute Teachers, Short-Term",detailed,39040.0,49210.0,60300.0,68280.0,78670.0,0.0205314539456551,Bachelor's degree
25-3041,Tutors,detailed,35550.0,39450.0,45100.0,50350.0,63790.0,0.0134747976207709,"Some college, no degree"
25-3099,"Teachers and Instructors, All Other",detailed,47680.0,62510.0,87460.0,111160.0,129120.0,0.0341558604835474,Bachelor's degree
25-4011,Archivists,detailed,43540.0,53200.0,70530.0,91170.0,122190.0,0.0285993017130843,Master's degree
25-4012,Curators,detailed,53390.0,66480.0,78740.0,99430.0,125670.0,0.0170690530139341,Master's degree
25-4013,Museum Technicians and Conservators,detailed,39660.0,49600.0,61550.0,75960.0,86200.0,0.0218205628849639,Bachelor's degree
25-4022,Librarians and Media Collections Specialists,detailed,50750.0,66540.0,89790.0,108800.0,132870.0,0.0304205645433346,Master's degree
25-4031,Library Technicians,detailed,40260.0,45570.0,53260.0,62330.0,76880.0,0.015715812081257,Postsecondary nondegree award
25-9021,Farm and Home Management Educators,detailed,56400.0,97030.0,98770.0,108770.0,108770.0,0.001778951047602,Master's degree
25-9031,Instructional Coordinators,detailed,50740.0,66560.0,97010.0,126380.0,152260.0,0.0383895744938398,Master's degree
25-9044,"Teaching Assistants, Postsecondary",detailed,35460.0,37440.0,49140.0,64280.0,77440.0,0.0275664856754414,Bachelor's degree
25-9045,"Teaching Assistants, Except Postsecondary",detailed,37240.0,39590.0,46490.0,49550.0,59520.0,0.0161958206634966,"Some college, no degree"
25-9099,"Educational Instruction and Library Workers, All Other",detailed,34320.0,42240.0,64100.0,91170.0,130030.0,0.042589656522004,Bachelor's degree
27-1011,Art Directors,detailed,81500.0,106470.0,137780.0,192380.0,249210.0,0.0261146606088624,Bachelor's degree
27-1012,Craft Artists,detailed,55290.0,62500.0,100540.0,130360.0,204390.0,0.0486870048984178,No formal educational credential
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,36300.0,37560.0,58240.0,154540.0,207320.0,0.0448394893956449,Bachelor's degree
